8:30am,Large pack of Wild Dog stationary,"H1-4, at S89 junction Near Olifants",5/5,Deon Hoon,"Dec 28, 2023 · 7:02 AM UTC"
8:53am,3 Southern Ground Hornbill in a tree,"H3, 10m from Matjulu bridge Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC"
8:35am,1 Leopard on the move,"H3, 2.7km N of S110 tar, was stationary, started moving south parallel to road Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC"
8:35am,6 Elephant eating,"H4-2, 3.6km N of S28 S junction Near Crocodile Bridge",4/5,PetervdM,"Dec 28, 2023 · 6:43 AM UTC"
8:35am,1 Leopard stationary,"H3, at S110 sand junction, about 15m from the road Near Malelane",5/5,RinaS,"Dec 28, 2023 · 6:43 AM UTC"
7:15am,Pack of Wild Dog stationary,"S1, about 1km W from Nyamundwa Dam Near Phabeni",5/5,BevLivingHerDream,"Dec 28, 2023 · 6:28 AM UTC"
7:33am,1 Lion on the move,"S1, 2.3km E of S3 Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
7:34am,7 Wild Dog stationary,"S1, 3.4km W of Nyamundwa dam Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
7:55am,3 Spotted Hyena ,"H3, Matjulu Bridge Near Malelane",5/5,Duffey23,"Dec 28, 2023 · 6:16 AM UTC"
7:52am,11 Buffalo stationary,"H4-2, 1.4km N of S130 Near Crocodile Bridge",5/5,adanfra,"Dec 28, 2023 · 6:16 AM UTC"
7:56am,2 Spotted Hyena feeding,"H3, Matjulu Bridge Near Malelane",5/5,DEVINAL,"Dec 28, 2023 · 6:16 AM UTC"
7:27am,1 Buffalo on the move,"S65, 8km S of S1 Near Skukuza",5/5,Olivette,"Dec 28, 2023 · 5:39 AM UTC"
7:30am,1 Martial Eagle in a tree,"H3, about 10km N of Afsaal Near Jock Safari Lodge",5/5,Akiva,"Dec 28, 2023 · 5:33 AM UTC"
6:22am,1 Cheetah on the move,"S25, 500m W of H4-2 Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 28, 2023 · 4:58 AM UTC"
6:21am,2 Spotted Hyenas on the move,"S28, 6km E of H4-2 S junction Near Crocodile Bridge",5/5,Wildphotos 40,"Dec 28, 2023 · 4:28 AM UTC"
6:13am,4 Wild Dogs on the move,"H3, 2.6km N of Afsaal Near Jock Safari Lodge",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:28 AM UTC"
5:13am,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:27 AM UTC"
5:50am,1 African Fish Eagle stationary,"H3, Matjulu bridge Near Malelane",4/5,Neels,"Dec 28, 2023 · 4:19 AM UTC"
5:40am,Mating pair of Lions ,"S130, 800m E of H4-2 S junction, next to the road Near Crocodile Bridge",5/5,JP,"Dec 28, 2023 · 4:18 AM UTC"
1:33pm,3 Lions stationary,"S28, 1.5km E of H4-2 S Near Crocodile bridge",5/5,Danz05,"Dec 27, 2023 · 3:49 PM UTC"
5:15pm,2 Lions on a kill,"H3, Matjulu bridge Near Malelane",4/5,NY ENERGY,"Dec 27, 2023 · 3:46 PM UTC"
4:41pm,2 Lions eating waterbuck,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:33 PM UTC"
4:30pm,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:32 PM UTC"
4:39pm,4 Lions crossed road,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:31 PM UTC"
4:17pm,4 Lions on the move,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:30 PM UTC"
11:35am,4 Spotted Hyenas stationary,"H4-1, 5.7km E of H11 Near Skukuza",4/5,AniB,"Dec 27, 2023 · 3:29 PM UTC"
1:16pm,2 Secretary Birds on the move,"H4-2, 100m S of S25 Near Crocodile Bridge",5/5,Danz05,"Dec 27, 2023 · 3:08 PM UTC"
2:33pm,1 Leopard on the move,"H3, 350m N of S112 Near Skukuza",5/5,Wheelzies,"Dec 27, 2023 · 2:28 PM UTC"
3:37pm,3 Lions stationary,"H3, 400m N of S121, 50m from the road Near Malelane",4/5,LeonSmrs,"Dec 27, 2023 · 2:28 PM UTC"
4:15pm,3 Lions on the move,"S28, 1.5km E of H4-2 S junction, crossed the road from South to North Near Crocodile Bridge",5/5,Jezbods,"Dec 27, 2023 · 2:28 PM UTC"
12:17pm,3 Lions sleeping,"S28, 1.5km E of H4-2 S junction, 100m E of the powerlines Near Crocodile Bridge",4/5,Wildphotos 40,"Dec 27, 2023 · 2:19 PM UTC"
3:05pm,4 Lions stationary,"H7, at Tamboti/Maroela turniff Near Orpen",3/5,Kevin kruger,"Dec 27, 2023 · 2:18 PM UTC"
3:20pm,Pod of Hippopotami swimming,"H4-1, N'watimiri waterhole Near Lower Sabie",5/5,Neels,"Dec 27, 2023 · 2:12 PM UTC"
3:57pm,2 Lions on a kill,"H3, killed a male Waterbuck in the Matjulu riverbed Near Malelane",5/5,Enid,"Dec 27, 2023 · 2:06 PM UTC"
2:46pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,SniperScheepers,"Dec 27, 2023 · 2:06 PM UTC"
3:19pm,3 Lions on the move,"H4-1, 8.5km W of H12 Near Skukuza",5/5,JeanneLangley,"Dec 27, 2023 · 1:47 PM UTC"
10:34am,2 Lions stationary,"S21, 200m E of S114 Near Skukuza",3/5,Louw Family,"Dec 27, 2023 · 1:47 PM UTC"
3:33pm,A Spotted Hyena stationary with 5 babies,"H1-1, 1.3km N of S114 Near Skukuza",5/5,Wheelzies,"Dec 27, 2023 · 1:47 PM UTC"
2:32pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,EddyB,"Dec 27, 2023 · 12:45 PM UTC"
12:11pm,1 Spotted Hyena stationary,"H11, 4.5km E of S1 Near Skukuza",5/5,Suvasinm,"Dec 27, 2023 · 11:29 AM UTC"
1:00pm,1 Wahlberg's Eagle flying,"S28, 4.8km E from H4-2 S entrance Near Crocodile Bridge",4/5,Neels,"Dec 27, 2023 · 11:16 AM UTC"
1:05pm,2 Lions stationary,"S21, 100m from S114 Near Skukuza",4/5,Mel,"Dec 27, 2023 · 11:16 AM UTC"
12:20pm,1 Tortoise crossed road,"H4-1, 7.8km W of H12 Near Skukuza",4/5,imran2akram,"Dec 27, 2023 · 10:43 AM UTC"
12:09pm,5 Buffalos eating,"S1, 3.6km W of S4 Near Skukuza",4/5,Nath1375,"Dec 27, 2023 · 10:43 AM UTC"
12:07pm,1 Spotted Hyena stationary,"H1-1, 500m N of S114 Near Skukuza",5/5,Wildphotos 40,"Dec 27, 2023 · 10:43 AM UTC"
12:04pm,3 Lions stationary,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",3/5,Zakariyya,"Dec 27, 2023 · 10:42 AM UTC"
12:05pm,2 Spotted Hyenas stationary,"H4-1, 6.8km W of H12 Near Skukuza",5/5,Wimpie1,"Dec 27, 2023 · 10:42 AM UTC"
11:47am,2 Lions sleeping,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",3/5,Zakariyya,"Dec 27, 2023 · 10:42 AM UTC"
10:29am,1 Elephant ,"H3, 4.1km N of S113 Near Skukuza",4/5,Vigilremiss,"Dec 27, 2023 · 10:40 AM UTC"
11:32am,3 Spotted Hyena stationary,"H4-1, 6.4km W of H12 Near Skukuza",5/5,Carika98,"Dec 27, 2023 · 10:40 AM UTC"
8:25am,1 Cheetah ,"S28, before S107 - about 70m from road Near Lower Sabie",2/5,Angela,"Dec 27, 2023 · 10:29 AM UTC"
10:25am,1 Cheetah was stationary,"H10, 2km N of S128 S, went onto the road and walked away Near Lower Sabie",5/5,Tay,"Dec 27, 2023 · 9:11 AM UTC"
10:09am,2 Buffalo eating,"S34, 8.4km W of H1-3 Near Tshokwane",4/5,ETwashere,"Dec 27, 2023 · 9:09 AM UTC"
10:05am,1 Lion on the move,"H4-2, 100m N of the Crocodile River, heading W parallel with the river Near Crocodile Bridge Gate",2/5,Jezbods,"Dec 27, 2023 · 9:09 AM UTC"
10:18am,1 Lion on the move,"H4-2, by the Crocodile River Near Crocodile Bridge Gate",3/5,JW118,"Dec 27, 2023 · 9:09 AM UTC"
10:02am,5 Buffalo stationary,"H3, 2.2km N of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 9:09 AM UTC"
9:59am,1 Leopard on the move,"S25, 6.6km E of S119 Near Malelane",3/5,Wheelzies,"Dec 27, 2023 · 9:09 AM UTC"
10:40am,2 Southern Ground Hornbill stationary,"S110 tar, 5.4km W of H3 Near Berg En Dal",5/5,KeeganHall,"Dec 27, 2023 · 9:09 AM UTC"
10:51am,1 Crocodile ,"H4-1, Sunset dam Near Lower Sabie",4/5,Wimpie1,"Dec 27, 2023 · 9:09 AM UTC"
10:53am,1 African Fish Eagle ,"H4-1, Sunset dam Near Lower Sabie",5/5,Wimpie1,"Dec 27, 2023 · 9:09 AM UTC"
10:34am,1 Flap necked Chameleon crossed road,"H4-2, 3.2km N of S28 N Near Lower Sabie",5/5,Poppie and the family,"Dec 27, 2023 · 8:56 AM UTC"
10:22am,1 Leopard ,"H1-3, at S125 junction Near Satara",5/5,Mohammed,"Dec 27, 2023 · 8:56 AM UTC"
8:07am,1 Spotted Hyena stationary,"H1-1, 750m N of S114 Near Skukuza",5/5,Gungs,"Dec 27, 2023 · 8:27 AM UTC"
9:14am,3 Buffalo ,"H3, 1.8km N of S114 Near Malelane",2/5,Vigilremiss,"Dec 27, 2023 · 8:15 AM UTC"
5:59am,1 Spotted Hyena on the move,"H4-2, 1.8km N of S28 N junction Near Lower Sabie",4/5,RinaS,"Dec 27, 2023 · 8:15 AM UTC"
9:20am,Road Closed ,"S114 and S110 sand closed,  Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 8:14 AM UTC"
9:34am,8 Wild Dog on the move,"S1, at Nyamundwa dam Near Phabeni",5/5,AniB,"Dec 27, 2023 · 8:14 AM UTC"
9:34am,Road Closed ,"S121, closed due to flooding Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 8:14 AM UTC"
9:37am,5 Wild Dog on the move,"S83, just N of the H1-2 W junction Near Skukuza",3/5,Waynebee,"Dec 27, 2023 · 8:14 AM UTC"
10:47am,2 Elephant ,"S110 sand, 1.9km W of H3 Near Malelane",2/5,Handgebrandt,"Dec 29, 2023 · 9:00 AM UTC"
10:48am,1 Spotted Hyena stationary,"S1, 1.8km E of S4 Near Skukuza",3/5,Tashotten,"Dec 29, 2023 · 9:00 AM UTC"
10:12am,1 Elephant stationary,"H11, 4km E of S1 Near Skukuza",5/5,CharlN,"Dec 29, 2023 · 8:32 AM UTC"
9:33am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",1/5,JeanneLangley,"Dec 29, 2023 · 8:11 AM UTC"
9:35am,1 Elephant ,"S1, 3km W of S65 Near Skukuza",4/5,CharlN,"Dec 29, 2023 · 8:10 AM UTC"
9:45am,2 Honey Badger on the move,"S25, 6.3km W of S27 Near Crocodile Bridge",1/5,Priderock,"Dec 29, 2023 · 8:10 AM UTC"
9:51am,2 Black backed Jackal on the move,"H4-2, just N of S25 Near Crocodile Bridge",4/5,EddyB,"Dec 29, 2023 · 8:10 AM UTC"
9:30am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",3/5,Neels,"Dec 29, 2023 · 8:03 AM UTC"
9:29am,1 Leopard hunting,"H3, moved pass the S110 tar junction towards the gate side about 80m stalking Impala Near Malelane",5/5,Mel,"Dec 29, 2023 · 7:44 AM UTC"
9:13am,2 African Fish Eagle ,"H3, Matjulu Bridge Near Malelane",5/5,BenNats,"Dec 29, 2023 · 7:29 AM UTC"
8:55am,2 Spotted Hyena sleeping,"H1-1, 3.7km S of H11 Near Skukuza",5/5,Always Outdoors YT,"Dec 29, 2023 · 7:29 AM UTC"
6:59am,1 Lion ,"H7, 750m W of S106 W junction Near Orpen",5/5,Lushafricansafaris,"Dec 29, 2023 · 7:29 AM UTC"
8:49am,20 Buffalo eating,"S1, 1.6km W of S4 Near Skukuza",3/5,Cobusdutoit670,"Dec 29, 2023 · 7:21 AM UTC"
8:43am,3 Elephant stationary,"H1-1, 550m W of S20 Near Pretoriuskop",5/5,FrankDC,"Dec 29, 2023 · 7:21 AM UTC"
8:37am,5 Elephant eating,"S130, 1.7km E of H4-2 S junction Near Crocodile Bridge",3/5,Sicon,"Dec 29, 2023 · 6:45 AM UTC"
8:35am,1 Leopard in a tree,"H3, about 500m N of S110 tar Near Malelane",5/5,Mel,"Dec 29, 2023 · 6:43 AM UTC"
8:15am,1 Leopard crossed road but now up in tree,"H3, 600m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 6:42 AM UTC"
7:25am,8 Elephant on the move,"S110 tar, 2.9km W of H3, on the mountain Near Malelane",5/5,EdenEngelsman,"Dec 29, 2023 · 6:42 AM UTC"
8:30am,1 Elephant eating,"S25, 5.8km W of H4-2 Near Crocodile Bridge",3/5,AnyaLun,"Dec 29, 2023 · 6:42 AM UTC"
8:05am,1 Hippopotamus sleeping,"S25, 2.2km W of S27 Near Crocodile Bridge",4/5,AnyaLun,"Dec 29, 2023 · 6:42 AM UTC"
8:15am,1 Leopard sleeping,"H3, about 1km N of S110 tar, in a tree Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 29, 2023 · 6:33 AM UTC"
8:20am,Pack of Wild Dog stationary,"S25, 100m from S19 junction Near Malelane",5/5,Ian,"Dec 29, 2023 · 6:31 AM UTC"
7:41am,1 Klipspringer stationary,"S8, 1.9km S of H1-1 Near Pretoriuskop",5/5,Danny1809,"Dec 29, 2023 · 6:29 AM UTC"
7:38am,1 Spotted Hyena ,"H1-1, 750m N of S114 Near Skukuza",3/5,BenNats,"Dec 29, 2023 · 6:29 AM UTC"
7:40am,1 Common Buzzard stationary,"H3, 2.5km N of S110 sand Near Malelane",3/5,Neels,"Dec 29, 2023 · 6:18 AM UTC"
6:38am,1 Black backed Jackal on the move,"S114, 1.8km S of S25 Near Malelane",4/5,KLS,"Dec 29, 2023 · 5:54 AM UTC"
6:00am,3 Lions stationary,"H3, 3.5km N of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 5:54 AM UTC"
7:21am,1 Leopard in a tree,"H1-1, 1.3km S of H11 Near Skukuza",3/5,BenNats,"Dec 29, 2023 · 5:53 AM UTC"
7:28am,9 Wild Dogs stationary,"S25, 2.2km E of S119 Near Beautiful! Chilling under bush. one came and smelt our vehicle and then wandered back to pack",5/5,KLS,"Dec 29, 2023 · 5:53 AM UTC"
7:23am,Pride of Lion on a kill,"H7, 1km E of S106 W junction, right next to road Near Orpen",5/5,Sheila,"Dec 29, 2023 · 5:52 AM UTC"
7:34am,1 Lion stationary,"S25, 1.4km W of S27, 200m from the road in grass Near Crocodile Bridge",4/5,EstKruger,"Dec 29, 2023 · 5:49 AM UTC"
7:14am,Journey of Giraffe on the move,"H1-8, about 1.4km N of S59 Near Punda Maria",5/5,Lunga,"Dec 29, 2023 · 5:39 AM UTC"
7:31am,Herd of Buffalo ,"H1-8, 2.6km N of S59 Near Punda Maria",5/5,Lunga,"Dec 29, 2023 · 5:37 AM UTC"
7:10am,1 Martial Eagle stationary,"S110 sand, 600m W of H3 Near Malelane",4/5,Neels,"Dec 29, 2023 · 5:19 AM UTC"
6:29am,1 Lion sleeping,"H11, 5km E of S1 Near Skukuza",2/5,Robinbt,"Dec 29, 2023 · 4:39 AM UTC"
5:40am,2 Lions stationary,"H3, about 1km S of Biyamiti bridge Near Jock Safari Lodge",5/5,Minké,"Dec 29, 2023 · 4:31 AM UTC"
5:49pm,2 Elephants mating,"S28, while traveliing along with their herd Near Crocodile Bridge",5/5,Dhaler Family,"Dec 28, 2023 · 3:53 PM UTC"
5:42pm,Photo of the Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:53 PM UTC"
5:42pm,1 Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:46 PM UTC"
4:02pm,5 Spotted Hyenas playing,"H10, 2km S of H1-2 Near Tshokwane",5/5,Antoinette,"Dec 28, 2023 · 3:25 PM UTC"
3:30pm,1 Leopard on a kill,"H1-4, 200m S of Ngotso, W side of the road feeding on a warthog. Near Satara",5/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 3:05 PM UTC"
4:05pm,1 Leopard on the move,"H1-4, about 5km S of S89, walking about 50m in Near Satara",5/5,Team Brandon and Sparky,"Dec 28, 2023 · 2:41 PM UTC"
4:32pm,2 Black backed Jackals stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,DarbyFamily,"Dec 28, 2023 · 2:38 PM UTC"
4:10pm,2 Secretary Birds on the move,"H4-2, just S of S25 junction Near Crocodile Bridge",5/5,Poppie and Family,"Dec 28, 2023 · 2:32 PM UTC"
1:50pm,Lubyelubye River,"H4-2, Lubyelubye Near Lower Sabie",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC"
2:05pm,Sabie River flowing strongly,"H12 Bridge,  Near Skukuza",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC"
3:58pm,5 Elephants eating,"S1, 4.4km W of S4 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 2:14 PM UTC"
3:43pm,Pack of Wild Dog stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Neels,"Dec 28, 2023 · 1:52 PM UTC"
3:45pm,1 Spotted Hyena causing a road block,"H3, just S of Afsaal Near Malelane",5/5,Aj Products,"Dec 28, 2023 · 1:51 PM UTC"
3:27pm,2 Buffalos eating,"H11, 2.6km E of S1 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 1:34 PM UTC"
3:07pm,7 Sable Antelopes stationary,"S14, between H2-2 and S8 Near Pretoriuskop",5/5,Estalie Woodley,"Dec 28, 2023 · 1:24 PM UTC"
1:54pm,1 Spotted Hyena in den,"H1-3, 2.7km N of S125 Near Satara",3/5,PetevdM,"Dec 28, 2023 · 1:16 PM UTC"
2:46pm,8 Wild Dogs resting,"S25, 1.4km E of S119 Near Malelane",5/5,Calbu,"Dec 28, 2023 · 1:16 PM UTC"
2:43pm,8 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,GideonJP,"Dec 28, 2023 · 1:16 PM UTC"
2:15pm,1 Steenbok stationary,"S118, 2.7km E of H3 towards S114 Near Malelane",4/5,Neels,"Dec 28, 2023 · 1:10 PM UTC"
1:55pm,4 Southern Ground Hornbills stationary,"H3, in the riverbed at Mlambane Bridge, 10km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC"
1:46pm,1 Spotted Hyena stationary,"H3, 1.8km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC"
2:01pm,Little Fish jumping up stream,"S25, Biyamiti Bridge Near Biyamiti Bush Camp",5/5,Mel,"Dec 28, 2023 · 12:17 PM UTC"
11:46am,2 Southern Ground Hornbills,"H3, 900m N from Biyamiti bridge on the grass next to road Near Jock Safari Lodge",5/5,F j desai,"Dec 28, 2023 · 12:16 PM UTC"
1:53pm,1 Lion hunting,"S130, Gomodwane loop S side off H4-2, hunting Wildebeest Near Crocodile Bridge",5/5,Kumbana,"Dec 28, 2023 · 11:58 AM UTC"
1:40pm,1 Malachite Kingfisher was catching fish,"S25, 1.5km N of S139 Near Biyamiti Bush Camp",4/5,TommyJvr,"Dec 28, 2023 · 11:57 AM UTC"
1:30pm,Pack of Wild Dog stationary,"S25, at Lukimbi turnoff Near Malelane",5/5,Mel,"Dec 28, 2023 · 11:37 AM UTC"
12:51pm,2 Wild Dogs stationary,"H1-4, at S89 junction Near Olifants",3/5,abednego,"Dec 28, 2023 · 10:54 AM UTC"
12:28pm,3 Lions stationary,"S114, Renosterkoppies dam Near Skukuza",5/5,Antoinette,"Dec 28, 2023 · 10:50 AM UTC"
12:23pm,20 Elephants crossed road,"S114, 900m S of S119 Near Malelane",5/5,Dewald123,"Dec 28, 2023 · 10:44 AM UTC"
12:18pm,1 Buffalo eating,"H4-2, 3.9km N of S28 N junction Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC"
11:53am,1 Elephant stationary,"S130, 550m N of S137 Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC"
9:30am,1 Leopard in a tree,"H2-2, 6km W of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 10:43 AM UTC"
11:52am,4 Southern Ground Hornbill stationary,"S1, 2.7km W of S4 Near Skukuza",5/5,FleurGeel,"Dec 28, 2023 · 10:41 AM UTC"
12:11pm,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 10:31 AM UTC"
11:44am,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,mariniquebasson,"Dec 28, 2023 · 9:52 AM UTC"
10:52am,1 Elephant stationary,"H11, 2.1km W of S1 Near Paul Kruger Gate",5/5,Jainge,"Dec 28, 2023 · 9:16 AM UTC"
11:06am,1 Lion stationary,"S130, 1.6km E of H4-2 S junction Near Crocodile Bridge",1/5,VOliviertjie,"Dec 28, 2023 · 9:16 AM UTC"
9:25am,1 Leopard on the move,"H1-4, 5km S of S89, moving E, lost visual now Near Satara",1/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
8:40am,1 Leopard hunting,"H1-4, 5km S of S89, lying flat under a bush busy stalking Impala Near Satara",3/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
10:44am,1 Elephant eating,"S25, 3.3km E of S26 Near Crocodile Bridge",4/5,APeters,"Dec 28, 2023 · 8:50 AM UTC"
10:28am,2 Lion stationary,"S130, 1.2km E from H4-2 S entrance Near Crocodile Bridge",3/5,Antoinette,"Dec 28, 2023 · 8:35 AM UTC"
11:39am,10 Elephant eating,"S114, 2.6km N of S118 Near Malelane",5/5,CharlieSim,"Dec 30, 2023 · 10:06 AM UTC"
11:43am,1 Wild Dog sleeping,"S114, 1km N of S118 Near Malelane",3/5,CharlieSim,"Dec 30, 2023 · 10:06 AM UTC"
11:44am,1 Wild Dog stationary,"S114, 1km N of S118 Near Malelane",2/5,Wimpiekrugell,"Dec 30, 2023 · 10:06 AM UTC"
11:27am,Pack of Wild Dog stationary,"S114, 1km S of S119 Near Malelane",5/5,Tania,"Dec 30, 2023 · 10:02 AM UTC"
10:25am,1 Leopard stationary,"H1-1, 450m N of S11 W junction Near Pretoriuskop",5/5,Danny1809,"Dec 30, 2023 · 8:35 AM UTC"
7:45am,2 Elephant stationary,"H11, 3.1km E of S1 Near Skukuza",3/5,Andric,"Dec 30, 2023 · 8:35 AM UTC"
8:05am,1 Leopard ,"H4-2, 2.7km S of H5 Near Crocodile Bridge",3/5,DarbyFamily,"Dec 30, 2023 · 8:35 AM UTC"
9:48am,1 Giraffe ,"H3, 4.6km N of S114 Near Malelane",2/5,KiaravandenBerg,"Dec 30, 2023 · 8:35 AM UTC"
10:05am,4 Giraffe stationary,"H4-2, 450m S of S25 Near Crocodile Bridge",5/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC"
9:49am,3 Buffalo swimming,"H3, Mlambane bridge, N of S118 Near Malelane",3/5,AmyWall,"Dec 30, 2023 · 8:35 AM UTC"
10:08am,1 Steenbok crossed road,"H5, 2.1km W of S102 Near Lower Sabie",3/5,CharlieSim,"Dec 30, 2023 · 8:35 AM UTC"
10:14am,10 Giraffe stationary,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",5/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC"
10:15am,1 Elephant on the move and Giraffe,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",2/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC"
8:44am,1 Tree Squirrel ,"S25, near S27 (Hippo Pools Road) Near Crocodile Bridge",5/5,Tania,"Dec 30, 2023 · 7:53 AM UTC"
9:41am,Various Bird stationary,"S25, just before S139 Near Biyamiti Bush Camp",5/5,Tania,"Dec 30, 2023 · 7:53 AM UTC"
8:53am,20 Vulture flying,"S114, 1.4km S of S25 Near Malelane",5/5,AmyWall,"Dec 30, 2023 · 7:46 AM UTC"
7:53am,1 Leopard Torotoise crossed road,"H3, just N of Renosterpan turnoff Near Malelane",5/5,bushgirl97,"Dec 30, 2023 · 7:46 AM UTC"
7:51am,2 Lion stationary,"H7, at S106 W junction Near Orpen",5/5,Sheila,"Dec 30, 2023 · 7:09 AM UTC"
8:06am,2 Buffalo eating,"S25, 3.7km E of S26 Near Crocodile Bridge",5/5,Sicon,"Dec 30, 2023 · 6:22 AM UTC"
8:06am,3 Elephant eating,"H4-2, 3.1km S of S130 S junction Near Crocodile Bridge",5/5,RoelfJvR,"Dec 30, 2023 · 6:22 AM UTC"
7:57am,2 Buffalo stationary,"S25, 11.4km W of H4-2 Near Crocodile Bridge",1/5,Sicon,"Dec 30, 2023 · 6:22 AM UTC"
7:42am,15 Chacma Baboon on the move,"H4-2, 500m N of S130 S junction Near Crocodile Bridge",5/5,DarbyFamily,"Dec 30, 2023 · 6:05 AM UTC"
7:35am,1 Lion stationary,"S25, 600m W of S27 Near Crocodile Bridge",5/5,CharlieSim,"Dec 30, 2023 · 6:05 AM UTC"
7:42am,1 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",5/5,Schmitt Family,"Dec 30, 2023 · 5:53 AM UTC"
6:45am,2 Lion sleeping,"H7, at S106 W junction Near Orpen",5/5,tyma,"Dec 30, 2023 · 5:07 AM UTC"
6:22am,Video of the Lion on the move,"S1, 4.6km E after the S3 turn off towards Skukuza Near Phabeni",5/5,MoeyIsmail,"Dec 30, 2023 · 5:07 AM UTC"
5:15am,Herd of Buffalo eating,"H3, 7.7km N from S110 tar Near Malelane",5/5,Neels,"Dec 30, 2023 · 4:48 AM UTC"
5:10am,Beautiful Sunrise,"H3, 2km N from S110 tar Near Malelane",5/5,Neels,"Dec 30, 2023 · 4:48 AM UTC"
5:00am,1 Spotted Hyena on the move,"H3, at S114 junction Near Malelane",5/5,Neels,"Dec 30, 2023 · 4:47 AM UTC"
5:41am,Clan of Spotted Hyena on the move,"H1-6, near Mooiplaas, moving E with babies Near Mopani",5/5,Chris,"Dec 30, 2023 · 4:36 AM UTC"
5:00am,Pride of Lion stationary,"H1-6, near H15 to Malopenyana Near Letaba",5/5,Chris,"Dec 30, 2023 · 4:36 AM UTC"
5:20pm,2 Lions stationary,"S121, 1.7km W of S114 Near Malelane",5/5,Neels,"Dec 29, 2023 · 3:31 PM UTC"
4:10pm,Pride of Lion stationary,"S121, 1.7km W of S114 Near Malelane",5/5,Mel,"Dec 29, 2023 · 2:17 PM UTC"
4:09pm,4 Yellow billed Oxpeckers on back of Buffalo,"H3, 2.4km S of Biyamiti Bridge Near Jock Safari Lodge",5/5,Dean,"Dec 29, 2023 · 2:17 PM UTC"
3:39pm,1 Water Monitor catching fish,"S25, at Mlambane river crossing E of S119 Near Malelane",5/5,Mel,"Dec 29, 2023 · 1:49 PM UTC"
3:15pm,8 Buffalos stationary,"H3, 2.4km S of Biyamiti Bridge Near Jock Safari Lodge",5/5,Butterflylenke,"Dec 29, 2023 · 1:37 PM UTC"
